original canceled date,resurrected canceled date,original created date,resurrected created date,original end date,resurrected end date,original next charge date,resurrected next charge date,original plan,resurrected plan,student_id,original subscription id,resurrected subscription id,days to resurrection
10/17/2021 0:00,1/31/2022 0:00,4/10/2021 7:33,1/6/2022 11:18,10/18/2021 0:00,2/6/2022 0:00,10/10/2022 0:00,2/6/2022 0:00,annual,monthly,148786,4008,7278,80
NULL,4/27/2022 0:00,1/28/2021 23:44,1/6/2022 18:35,12/11/2021 0:00,5/6/2022 0:00,12/2/2021 2:00,5/6/2022 0:00,annual,monthly,4160,618,7280,26
10/16/2021 0:00,NULL,1/28/2021 23:44,1/11/2022 17:43,10/14/2021 0:00,1/20/2023 0:00,10/14/2021 0:00,1/11/2023 0:00,annual,annual,8095,1662,7326,89
NULL,NULL,1/28/2021 23:46,1/12/2022 19:49,5/13/2021 0:00,1/21/2023 0:00,5/4/2021 3:00,1/12/2023 0:00,annual,annual,2555,2053,7345,244
6/30/2021 0:00,NULL,6/3/2021 9:57,1/13/2022 10:05,7/1/2021 0:00,2/13/2022 0:00,6/3/2022 0:00,2/13/2022 0:00,annual,monthly,156716,4550,7349,196
NULL,NULL,1/28/2021 23:44,1/14/2022 13:21,12/12/2021 0:00,1/23/2023 0:00,12/3/2021 2:00,1/14/2023 0:00,annual,annual,1426,595,7358,33
11/27/2021 0:00,NULL,1/28/2021 23:44,1/16/2022 20:27,11/26/2021 0:00,2/20/2022 0:00,11/26/2021 2:00,2/16/2022 0:00,annual,monthly,7538,860,7381,51
7/22/2021 0:00,NULL,2/22/2021 0:52,1/17/2022 19:40,7/22/2021 0:00,NULL,7/22/2021 0:00,1/17/2024 0:00,monthly,annual,145311,3431,7394,179
NULL,4/18/2022 0:00,4/29/2021 12:18,1/20/2022 21:52,12/3/2021 0:00,4/20/2022 0:00,11/29/2021 0:00,4/20/2022 0:00,monthly,monthly,151575,4144,7458,48
8/7/2021 0:00,11/28/2022 0:00,1/28/2021 23:44,1/23/2022 11:45,9/7/2021 0:00,1/23/2023 0:00,9/7/2021 3:00,1/23/2023 0:00,annual,annual,13006,1460,7502,138
NULL,NULL,1/28/2021 23:44,1/26/2022 11:53,12/12/2021 0:00,NULL,12/3/2021 2:00,1/26/2023 0:00,annual,annual,3852,609,7573,45
11/29/2021 0:00,NULL,1/28/2021 23:44,1/26/2022 17:34,11/30/2021 0:00,NULL,11/30/2021 2:00,1/26/2024 0:00,annual,annual,7142,671,7582,57
3/16/2021 0:00,NULL,1/28/2021 23:46,1/27/2022 3:51,4/22/2021 0:00,NULL,4/22/2021 3:00,6/17/2023 0:00,annual,annual,1581,2448,7598,280
11/28/2021 0:00,NULL,1/28/2021 23:44,1/27/2022 6:02,11/28/2021 0:00,NULL,11/28/2021 2:00,4/27/2023 0:00,annual,annual,7329,785,7600,60
12/3/2021 0:00,2/18/2022 0:00,1/28/2021 23:44,1/28/2022 16:03,12/9/2021 0:00,2/28/2022 0:00,12/9/2021 0:00,2/28/2022 0:00,annual,monthly,987,1449,7695,50
NULL,NULL,1/28/2021 23:44,2/1/2022 10:48,1/30/2022 0:00,NULL,1/21/2022 2:00,2/1/2023 0:00,annual,annual,1538,95,7712,2
NULL,NULL,7/5/2021 18:15,2/5/2022 17:18,11/9/2021 0:00,3/9/2022 0:00,11/5/2021 0:00,3/5/2022 0:00,annual,monthly,159101,4766,7749,88
5/22/2021 0:00,3/20/2022 5:50,1/28/2021 23:44,2/10/2022 3:16,6/6/2021 0:00,4/10/2022 3:21,6/6/2021 0:00,3/10/2022 3:16,monthly,monthly,3728,358,7804,249
2/12/2021 0:00,NULL,2/12/2021 16:08,2/14/2022 15:26,2/12/2022 0:00,NULL,2/12/2022 0:00,2/14/2023 15:26,annual,annual,144644,3350,7834,2
3/25/2021 0:00,NULL,1/28/2021 23:46,2/14/2022 17:23,4/1/2021 0:00,NULL,4/1/2021 3:00,2/14/2023 17:23,annual,annual,3236,3108,7836,319
3/29/2021 0:00,NULL,1/28/2021 23:46,2/14/2022 18:35,4/5/2021 0:00,NULL,4/5/2021 3:00,2/14/2023 18:35,annual,annual,10422,3069,7837,315
8/12/2021 0:00,NULL,1/28/2021 23:44,2/14/2022 18:57,8/30/2021 0:00,NULL,8/30/2021 3:00,2/14/2023 18:57,annual,annual,3984,1496,7838,168
NULL,NULL,1/28/2021 23:44,2/15/2022 13:05,2/6/2022 0:00,NULL,2/2/2022 0:00,2/15/2023 13:05,monthly,annual,5955,1184,7852,9
NULL,NULL,1/30/2021 15:47,2/16/2022 14:28,2/1/2022 0:00,NULL,1/30/2022 0:00,2/16/2023 14:28,annual,annual,143510,3216,7864,15
NULL,NULL,1/28/2021 23:44,2/16/2022 15:37,12/5/2021 0:00,NULL,12/4/2021 2:00,2/16/2023 15:37,annual,annual,6773,575,7866,73
NULL,NULL,1/28/2021 23:44,2/16/2022 16:33,11/30/2021 0:00,NULL,11/21/2021 2:00,2/16/2023 16:33,annual,annual,4795,948,7868,78
NULL,NULL,6/29/2021 9:41,2/16/2022 19:52,9/2/2021 0:00,NULL,8/29/2021 0:00,2/16/2023 19:52,monthly,annual,158463,4729,7873,167
NULL,NULL,1/28/2021 23:44,2/16/2022 20:44,1/30/2022 0:00,NULL,1/21/2022 2:00,2/16/2023 20:44,annual,annual,1809,88,7874,17
NULL,NULL,1/28/2021 23:44,2/16/2022 22:45,1/21/2022 0:00,NULL,1/21/2023 0:00,2/16/2023 22:45,annual,annual,1754,94,7875,26
3/19/2021 0:00,NULL,1/28/2021 23:46,2/17/2022 3:00,4/18/2021 0:00,NULL,4/18/2021 3:00,2/17/2023 3:00,annual,annual,6618,2654,7876,305
11/29/2021 0:00,NULL,1/28/2021 23:44,2/17/2022 4:16,1/14/2022 0:00,NULL,1/14/2022 2:00,2/17/2023 4:16,annual,annual,2741,235,7878,34
8/24/2021 0:00,12/16/2022 9:37,1/28/2021 23:44,2/17/2022 6:07,9/24/2021 0:00,2/17/2023 6:07,9/24/2021 3:00,2/17/2023 6:07,annual,annual,5389,1291,7880,146
10/7/2021 0:00,NULL,1/28/2021 23:44,2/17/2022 6:09,10/8/2021 0:00,NULL,10/8/2021 0:00,2/17/2023 6:09,annual,annual,5774,1753,7881,132
NULL,NULL,1/28/2021 23:46,2/17/2022 6:42,4/30/2021 0:00,NULL,4/21/2021 3:00,2/17/2023 6:42,annual,annual,22364,2505,7882,293
2/11/2021 0:00,NULL,1/28/2021 23:44,2/17/2022 7:29,12/4/2021 0:00,NULL,12/4/2021 2:00,2/17/2023 7:29,annual,annual,6726,584,7885,75
9/18/2021 0:00,NULL,1/28/2021 23:44,2/17/2022 11:28,9/12/2021 0:00,NULL,9/12/2021 3:00,2/17/2023 11:28,annual,annual,4884,1442,7890,158
3/22/2021 0:00,NULL,1/28/2021 23:46,2/17/2022 12:05,3/26/2021 0:00,NULL,3/26/2021 2:00,2/17/2023 12:05,annual,annual,13478,3121,7891,328
NULL,NULL,3/6/2021 23:53,2/17/2022 12:22,5/10/2021 0:00,NULL,5/6/2021 0:00,2/17/2023 12:22,monthly,annual,1923,3573,7893,283
NULL,NULL,1/28/2021 23:44,2/17/2022 14:09,12/12/2021 0:00,NULL,12/3/2021 2:00,2/17/2023 14:09,annual,annual,5254,594,7895,67
11/17/2021 0:00,3/9/2022 15:15,1/28/2021 23:44,3/9/2022 15:05,1/14/2022 0:00,NULL,1/14/2022 2:00,3/9/2023 15:05,annual,annual,3115,239,8063,54
NULL,NULL,1/28/2021 23:44,3/13/2022 15:43,3/10/2022 0:00,NULL,3/1/2022 0:00,3/13/2023 15:43,annual,annual,3423,642,8101,3
6/30/2021 0:00,5/2/2022 23:35,1/28/2021 23:44,3/20/2022 22:54,7/13/2021 0:00,5/20/2022 23:01,7/13/2021 3:00,4/20/2022 22:54,annual,monthly,4435,1672,8167,250
12/21/2021 0:00,3/23/2022 14:54,1/28/2021 23:44,3/23/2022 14:48,12/27/2021 0:00,3/25/2022 9:48,12/26/2021 0:00,3/23/2023 14:48,annual,annual,4231,1257,8196,86
NULL,NULL,1/28/2021 23:44,3/24/2022 12:07,7/28/2021 0:00,NULL,6/30/2021 3:00,3/24/2023 12:07,annual,annual,4784,1856,8210,239
NULL,NULL,1/28/2021 23:46,3/27/2022 15:51,4/20/2021 0:00,NULL,4/11/2021 3:00,3/27/2023 15:51,annual,annual,1019,2985,8259,341
2/16/2021 0:00,NULL,1/28/2021 23:46,3/28/2022 17:42,2/23/2021 0:00,NULL,2/23/2021 2:00,3/28/2023 17:42,annual,annual,1521,3162,8273,398
2/7/2021 0:00,NULL,1/28/2021 23:44,3/31/2022 1:17,1/14/2022 0:00,NULL,1/14/2022 2:00,3/31/2023 1:17,annual,annual,2840,256,8373,76
2/8/2021 0:00,NULL,1/28/2021 23:46,3/31/2022 2:30,2/24/2022 0:00,NULL,2/15/2022 0:00,11/30/2023 2:05,annual,annual,5325,3175,8379,35
NULL,NULL,1/28/2021 23:46,3/31/2022 5:09,4/27/2021 0:00,NULL,4/18/2021 3:00,3/31/2023 5:09,annual,annual,1306,2658,8391,338
1/4/2021 2:00,NULL,1/28/2021 23:44,4/2/2022 6:42,2/3/2021 0:00,5/15/2022 7:21,2/3/2021 2:00,5/2/2022 6:42,monthly,monthly,4011,391,8414,423
NULL,NULL,2/3/2021 5:28,4/2/2022 8:03,2/12/2022 0:00,NULL,2/3/2022 0:00,4/2/2023 8:03,annual,annual,143799,3261,8415,49
NULL,NULL,1/28/2021 23:44,4/5/2022 15:36,12/4/2021 0:00,NULL,11/25/2021 2:00,4/5/2023 15:36,annual,annual,1046,907,8437,122
1/11/2022 0:00,4/9/2022 19:36,3/22/2021 17:44,4/9/2022 19:34,3/22/2022 0:00,5/9/2022 19:41,3/22/2022 0:00,5/9/2022 19:34,annual,monthly,147448,3825,8482,18
6/16/2021 0:00,NULL,2/26/2021 14:20,4/12/2022 15:09,6/26/2021 0:00,5/25/2022 15:40,6/26/2021 0:00,5/12/2022 15:09,monthly,monthly,144912,3483,8507,290
11/29/2021 0:00,NULL,1/28/2021 23:44,4/13/2022 22:40,12/30/2021 0:00,10/26/2022 23:20,12/30/2021 0:00,10/13/2022 22:40,annual,monthly,7873,1230,8526,104
11/18/2021 0:00,NULL,1/28/2021 23:44,4/14/2022 11:46,11/27/2021 0:00,NULL,11/27/2021 2:00,4/14/2023 11:46,annual,annual,6862,845,8533,138
3/29/2022 0:00,NULL,1/28/2021 23:44,4/25/2022 15:40,4/14/2022 0:00,6/7/2022 16:21,4/14/2022 0:00,5/25/2022 15:40,annual,monthly,2737,234,8612,11
4/10/2022 0:00,5/24/2022 13:26,1/28/2021 23:44,5/6/2022 10:33,4/11/2022 0:00,5/25/2022 5:46,4/11/2022 0:00,5/6/2023 10:33,annual,annual,840,301,8696,25
NULL,6/7/2022 17:07,1/28/2021 23:46,5/7/2022 16:09,5/2/2022 0:00,7/7/2022 16:22,4/23/2022 0:00,7/7/2022 16:09,annual,monthly,969,2397,8703,5
NULL,NULL,4/30/2021 8:52,5/11/2022 16:12,5/9/2022 0:00,NULL,4/30/2022 0:00,5/11/2023 16:12,annual,annual,151694,4149,8731,2
4/28/2021 0:00,6/9/2022 20:48,1/28/2021 23:44,5/12/2022 21:58,5/28/2021 0:00,6/12/2022 22:01,5/28/2021 3:00,6/12/2022 21:58,annual,monthly,15743,1969,8743,349
7/16/2021 0:00,7/6/2022 9:58,5/26/2021 16:06,5/17/2022 6:59,7/26/2021 0:00,7/17/2022 7:00,7/26/2021 0:00,7/17/2022 6:59,monthly,monthly,156057,4331,8774,295
3/27/2022 0:00,NULL,4/11/2021 15:46,5/22/2022 16:24,4/11/2022 0:00,NULL,4/11/2022 0:00,5/22/2023 16:24,annual,annual,148825,4018,8825,41
3/23/2021 0:00,NULL,3/23/2021 6:45,5/24/2022 7:09,3/23/2022 0:00,NULL,3/23/2022 0:00,5/24/2023 7:09,annual,annual,145813,3837,8841,62
1/31/2021 0:00,1/14/2023 21:42,1/28/2021 23:44,5/26/2022 21:57,2/28/2021 0:00,5/26/2023 21:57,2/28/2021 2:00,5/26/2023 21:57,monthly,annual,9808,1107,8873,452
8/24/2021 0:00,NULL,1/28/2021 23:44,5/26/2022 22:08,9/24/2021 0:00,NULL,9/24/2021 3:00,5/26/2023 22:08,annual,annual,1468,1310,8874,244
1/4/2022 0:00,5/27/2022 18:09,1/28/2021 23:44,5/27/2022 18:06,1/4/2022 0:00,5/27/2023 18:06,1/4/2023 0:00,5/27/2023 18:06,annual,annual,1909,386,8886,143
5/4/2021 0:00,NULL,1/28/2021 23:44,5/29/2022 11:00,5/13/2021 0:00,NULL,6/4/2021 0:00,5/29/2023 11:00,monthly,annual,618,382,8904,381
NULL,NULL,4/19/2021 2:17,5/29/2022 21:26,4/28/2022 0:00,NULL,4/19/2022 0:00,5/29/2023 21:26,annual,annual,149849,4069,8920,31
5/23/2022 0:00,NULL,1/28/2021 23:46,5/30/2022 2:09,5/25/2022 0:00,NULL,5/25/2022 0:00,5/30/2023 2:09,annual,annual,1480,3160,8928,5
NULL,NULL,3/13/2021 9:58,6/1/2022 3:05,5/17/2021 0:00,NULL,5/13/2021 0:00,6/1/2023 3:05,monthly,annual,1159,3631,9033,380
8/2/2021 0:00,NULL,1/28/2021 23:44,6/1/2022 5:49,11/28/2021 0:00,NULL,11/28/2021 2:00,6/1/2023 5:49,annual,annual,2881,815,9054,185
NULL,7/20/2022 5:39,5/11/2021 14:32,6/6/2022 16:19,5/15/2022 0:00,8/6/2022 16:21,5/11/2022 0:00,8/6/2022 16:19,annual,monthly,153103,4226,9102,22
3/23/2021 0:00,NULL,3/23/2021 15:05,6/7/2022 2:18,3/23/2022 0:00,NULL,3/23/2022 0:00,6/7/2023 2:18,annual,annual,2055,3847,9105,76
6/3/2021 0:00,8/8/2022 17:26,5/5/2021 23:38,6/17/2022 16:34,6/5/2021 0:00,8/17/2022 16:40,6/5/2021 0:00,8/17/2022 16:34,monthly,monthly,152611,4192,9186,377
1/26/2021 2:00,6/24/2022 17:05,1/28/2021 23:44,6/23/2022 3:12,2/26/2021 0:00,7/23/2022 3:20,2/26/2021 2:00,7/23/2022 3:12,monthly,monthly,1151,15,9237,482
4/16/2021 0:00,NULL,1/28/2021 23:44,6/26/2022 14:57,12/2/2021 0:00,NULL,12/2/2021 2:00,6/26/2023 14:57,annual,annual,6971,628,9254,206
4/22/2021 0:00,NULL,1/28/2021 23:46,6/26/2022 22:38,4/22/2021 0:00,NULL,4/22/2021 3:00,6/26/2023 22:38,annual,annual,2084,2435,9262,430
NULL,NULL,1/28/2021 23:44,6/27/2022 7:42,4/30/2022 0:00,NULL,4/21/2022 0:00,6/27/2023 7:42,annual,annual,1802,97,9265,58
5/24/2022 0:00,NULL,5/26/2021 0:37,6/27/2022 12:36,5/26/2022 0:00,NULL,5/26/2022 0:00,6/27/2023 12:36,annual,annual,25308,4326,9268,32
NULL,NULL,1/28/2021 23:46,6/27/2022 15:44,4/27/2022 0:00,NULL,4/18/2022 0:00,6/27/2023 15:44,annual,annual,2146,2664,9272,61
NULL,NULL,1/28/2021 23:46,6/27/2022 19:42,2/15/2021 0:00,NULL,2/5/2021 2:00,6/27/2023 19:42,annual,annual,6899,3183,9279,497
NULL,NULL,1/28/2021 23:46,6/27/2022 20:11,4/23/2022 0:00,NULL,4/14/2022 0:00,6/27/2023 20:11,annual,annual,998,2911,9280,65
6/1/2022 0:00,NULL,6/1/2021 19:02,6/28/2022 8:44,6/3/2022 0:00,NULL,6/1/2023 0:00,6/28/2023 8:44,annual,annual,156607,4501,9286,25
1/21/2022 0:00,NULL,1/28/2021 23:44,6/28/2022 16:46,2/26/2022 0:00,NULL,2/26/2022 0:00,6/28/2023 16:46,annual,annual,3824,868,9292,122
NULL,NULL,6/3/2021 11:30,6/28/2022 18:04,6/12/2022 0:00,NULL,6/3/2022 0:00,6/28/2023 18:04,annual,annual,19545,4554,9293,16
NULL,NULL,1/28/2021 23:44,6/28/2022 20:26,2/22/2021 0:00,NULL,2/18/2021 0:00,6/28/2023 20:26,annual,annual,8641,974,9295,491
4/22/2021 0:00,NULL,1/28/2021 23:46,6/29/2022 1:02,4/24/2021 0:00,NULL,4/24/2021 3:00,6/29/2023 1:02,annual,annual,2723,2327,9298,431
NULL,NULL,1/28/2021 23:46,6/29/2022 3:24,4/26/2022 0:00,NULL,4/17/2022 0:00,6/29/2023 3:24,annual,annual,3086,2744,9300,64
NULL,NULL,1/28/2021 23:46,6/29/2022 5:18,5/7/2022 0:00,NULL,4/28/2022 0:00,6/29/2023 5:18,annual,annual,11249,2118,9301,53
NULL,NULL,6/8/2021 2:53,6/29/2022 8:58,6/17/2022 0:00,NULL,6/8/2022 0:00,6/29/2023 8:58,annual,annual,156841,4615,9303,12
7/16/2021 0:00,NULL,1/28/2021 23:46,6/29/2022 18:24,7/24/2021 0:00,NULL,7/24/2021 0:00,6/29/2023 18:24,annual,annual,12530,2310,9306,340
11/30/2020 2:00,NULL,1/28/2021 23:46,6/29/2022 19:49,4/15/2021 0:00,NULL,4/15/2021 3:00,6/29/2023 19:49,annual,annual,7107,2857,9308,440
3/15/2022 0:00,NULL,3/16/2021 12:45,6/29/2022 20:25,3/16/2022 0:00,NULL,3/16/2022 0:00,6/29/2023 20:25,annual,annual,1002,3667,9309,105
6/16/2021 0:00,NULL,6/2/2021 14:21,6/30/2022 6:43,6/30/2021 0:00,NULL,9/2/2022 0:00,6/30/2023 6:43,annual,annual,156661,4517,9313,365
6/9/2021 0:00,NULL,1/28/2021 23:44,6/30/2022 7:27,7/9/2021 0:00,NULL,7/9/2021 3:00,6/30/2023 7:27,annual,annual,4078,1728,9314,356
NULL,NULL,3/19/2021 7:09,6/30/2022 8:08,3/28/2022 0:00,NULL,3/19/2022 0:00,6/30/2023 8:08,annual,annual,11209,3793,9316,94
8/5/2021 0:00,NULL,1/28/2021 23:44,6/30/2022 9:50,8/9/2021 0:00,NULL,8/9/2021 3:00,6/30/2023 9:50,annual,annual,11808,1546,9317,325
6/30/2021 0:00,NULL,1/28/2021 23:44,6/30/2022 11:23,7/30/2021 0:00,NULL,7/30/2021 3:00,6/30/2023 11:23,annual,annual,17358,1573,9318,335
6/2/2021 0:00,NULL,6/2/2021 20:19,6/30/2022 12:46,6/2/2022 0:00,NULL,6/2/2022 0:00,6/30/2023 12:46,annual,annual,156608,4535,9319,28
4/1/2021 0:00,NULL,2/1/2021 3:23,6/30/2022 13:41,5/1/2021 0:00,NULL,5/1/2021 0:00,6/30/2023 13:41,monthly,annual,143615,3235,9320,425
3/29/2022 0:00,NULL,4/13/2021 14:49,6/30/2022 18:37,4/13/2022 0:00,NULL,4/13/2022 0:00,6/30/2023 18:37,annual,annual,149023,4034,9323,78
NULL,NULL,1/28/2021 23:44,6/30/2022 20:05,6/13/2021 0:00,NULL,6/4/2021 3:00,6/30/2023 20:05,annual,annual,15708,1945,9325,382
6/15/2021 0:00,NULL,1/28/2021 23:44,7/1/2022 1:29,7/9/2021 0:00,NULL,7/9/2021 3:00,7/1/2023 1:29,annual,annual,5652,1726,9327,357
9/18/2021 0:00,NULL,1/28/2021 23:44,7/3/2022 4:45,9/25/2021 0:00,NULL,9/25/2021 3:00,7/3/2023 4:45,annual,annual,2188,1271,9344,281
6/9/2022 0:00,NULL,3/12/2021 7:43,7/13/2022 7:25,6/12/2022 0:00,NULL,6/12/2022 0:00,7/13/2023 7:25,annual,annual,146552,3623,9418,31
NULL,NULL,3/11/2021 17:16,7/18/2022 19:38,3/18/2022 0:00,NULL,3/11/2023 0:00,7/18/2023 19:38,annual,annual,146514,3615,9462,122
7/8/2022 0:00,NULL,1/28/2021 23:44,7/20/2022 10:23,7/10/2022 0:00,NULL,7/10/2022 0:00,7/20/2023 10:23,annual,annual,768,1683,9486,10
NULL,NULL,5/31/2021 11:47,7/21/2022 16:02,6/9/2022 0:00,NULL,5/31/2022 0:00,7/21/2023 16:02,annual,annual,25047,4452,9504,42
NULL,NULL,1/28/2021 23:44,7/21/2022 21:27,12/6/2021 0:00,NULL,11/27/2021 2:00,7/21/2023 21:27,annual,annual,7488,852,9508,227
9/30/2021 0:00,NULL,5/30/2021 20:08,7/27/2022 3:16,9/30/2021 0:00,NULL,9/30/2021 0:00,7/27/2023 3:16,monthly,annual,156406,4421,9627,300
12/20/2021 0:00,NULL,6/1/2021 12:29,7/28/2022 3:52,1/1/2022 0:00,8/24/2022 12:03,1/1/2022 0:00,7/28/2023 3:52,monthly,annual,155845,4493,9659,208
4/23/2021 0:00,10/31/2022 7:47,3/24/2021 16:07,8/1/2022 4:10,4/24/2021 0:00,11/1/2022 4:20,4/24/2021 0:00,10/1/2022 4:10,monthly,monthly,6239,3865,9719,464
NULL,NULL,6/3/2021 18:10,8/1/2022 15:30,6/12/2022 0:00,NULL,6/3/2022 0:00,8/1/2023 15:30,annual,annual,156753,4568,9725,50
NULL,NULL,5/18/2021 8:48,8/14/2022 11:53,5/27/2022 0:00,NULL,5/18/2022 0:00,8/14/2023 11:53,annual,annual,153987,4270,9823,79
NULL,NULL,5/29/2021 8:28,8/18/2022 15:44,6/7/2022 0:00,9/28/2022 9:57,5/29/2022 0:00,9/18/2022 15:44,annual,monthly,17780,4386,9841,72
NULL,NULL,1/28/2021 23:46,8/22/2022 14:57,4/26/2021 0:00,NULL,4/17/2021 3:00,8/22/2023 14:57,annual,annual,9061,2738,9881,483
NULL,NULL,1/28/2021 23:46,8/22/2022 16:33,4/23/2022 0:00,NULL,4/16/2022 0:00,8/22/2023 16:33,annual,annual,1482,2813,9884,121
8/1/2021 0:00,NULL,1/28/2021 23:44,8/29/2022 15:42,8/12/2021 0:00,NULL,8/12/2021 0:00,8/29/2023 15:42,monthly,annual,3148,1910,9934,382
NULL,NULL,7/8/2021 17:28,8/29/2022 18:55,7/17/2022 0:00,NULL,7/8/2022 0:00,8/29/2023 18:55,annual,annual,159772,4793,9940,43
1/3/2022 0:00,NULL,1/28/2021 23:44,8/29/2022 20:31,4/11/2022 0:00,NULL,4/11/2022 0:00,8/29/2023 20:31,annual,annual,2136,302,9942,140
2/1/2021 0:00,NULL,1/28/2021 23:46,8/30/2022 0:08,4/14/2021 0:00,NULL,4/14/2021 3:00,8/30/2023 0:08,annual,annual,2684,2899,9943,503
NULL,NULL,7/19/2021 16:50,8/30/2022 18:17,7/28/2022 0:00,NULL,7/19/2022 0:00,8/30/2023 18:17,annual,annual,161122,4869,9949,33
11/21/2021 0:00,NULL,3/18/2021 15:00,8/30/2022 20:18,3/18/2022 0:00,NULL,3/18/2022 0:00,8/30/2023 20:18,annual,annual,145230,3748,9954,165
NULL,NULL,1/28/2021 23:46,8/30/2022 21:09,4/25/2022 0:00,NULL,4/16/2022 0:00,8/30/2023 21:09,annual,annual,11327,2759,9955,127
NULL,NULL,2/11/2021 6:44,8/31/2022 2:59,3/15/2021 0:00,NULL,3/11/2021 0:00,8/31/2023 2:59,monthly,annual,63294,3335,9960,534
NULL,NULL,1/28/2021 23:44,8/31/2022 4:14,8/5/2021 0:00,NULL,7/27/2021 3:00,8/31/2023 4:14,annual,annual,4723,1586,9962,391
NULL,NULL,1/28/2021 23:44,8/31/2022 4:53,12/24/2021 0:00,NULL,12/24/2021 0:00,8/31/2023 4:53,annual,annual,1702,1290,9963,250
NULL,NULL,7/20/2021 20:05,8/31/2022 6:17,7/29/2022 0:00,NULL,7/20/2022 0:00,8/31/2023 6:17,annual,annual,161201,4884,9964,33
NULL,NULL,1/28/2021 23:44,8/31/2022 8:10,10/10/2021 0:00,NULL,10/1/2021 3:00,8/31/2023 8:10,annual,annual,5782,1218,9965,325
NULL,NULL,6/4/2021 2:10,8/31/2022 10:53,6/13/2022 0:00,NULL,6/4/2022 0:00,8/31/2023 10:53,annual,annual,59138,4581,9966,79
NULL,NULL,5/28/2021 9:41,8/31/2022 13:26,6/6/2022 0:00,NULL,5/28/2022 0:00,8/31/2023 13:26,annual,annual,156038,4361,9969,86
3/30/2022 0:00,NULL,1/28/2021 23:46,8/31/2022 14:03,4/5/2022 0:00,NULL,4/5/2022 0:00,8/31/2023 14:03,annual,annual,111643,3062,9970,148
NULL,NULL,3/30/2021 4:58,8/31/2022 15:26,4/8/2022 0:00,NULL,3/30/2022 0:00,8/31/2023 15:26,annual,annual,147666,3921,9973,145
3/27/2022 0:00,NULL,1/28/2021 23:46,8/31/2022 15:27,4/6/2022 0:00,NULL,4/6/2022 0:00,8/31/2023 15:27,annual,annual,4833,3061,9974,147
8/22/2021 0:00,NULL,1/28/2021 23:44,8/31/2022 15:27,9/17/2021 0:00,NULL,9/17/2021 3:00,8/31/2023 15:27,annual,annual,9169,1408,9975,348
NULL,NULL,1/28/2021 23:46,8/31/2022 16:23,5/7/2021 0:00,NULL,4/28/2021 3:00,8/31/2023 16:23,annual,annual,13501,2128,9977,481
NULL,NULL,4/16/2021 8:19,8/31/2022 18:07,7/25/2022 0:00,NULL,7/16/2022 0:00,8/31/2023 18:07,annual,annual,7179,4051,9979,37
8/16/2021 0:00,NULL,1/28/2021 23:44,8/31/2022 19:41,9/16/2021 0:00,NULL,9/16/2021 3:00,8/31/2023 19:41,annual,annual,7127,1415,9981,349
NULL,NULL,6/4/2021 6:57,8/31/2022 19:48,6/13/2022 0:00,NULL,6/4/2022 0:00,8/31/2023 19:48,annual,annual,30594,4587,9982,79
NULL,NULL,1/28/2021 23:46,9/6/2022 5:54,4/29/2022 0:00,NULL,4/20/2022 0:00,9/6/2023 5:54,annual,annual,1864,2578,10018,130
NULL,NULL,7/23/2021 13:52,9/6/2022 20:21,8/1/2022 0:00,NULL,7/23/2022 0:00,9/6/2023 20:21,annual,annual,161346,4923,10026,36
8/30/2021 0:00,NULL,6/18/2021 18:45,9/8/2022 11:38,9/18/2021 0:00,NULL,9/18/2021 0:00,2/8/2023 11:38,monthly,monthly,157722,4673,10041,355
NULL,NULL,7/25/2021 14:26,9/11/2022 10:21,8/3/2022 0:00,NULL,7/25/2022 0:00,9/11/2023 10:21,annual,annual,43604,4959,10062,39
3/16/2021 0:00,NULL,1/28/2021 23:44,9/20/2022 14:52,4/16/2021 0:00,NULL,4/16/2021 0:00,9/20/2023 14:52,monthly,annual,4167,1416,10136,522
NULL,NULL,1/28/2021 23:44,9/20/2022 16:12,7/8/2022 0:00,NULL,7/6/2022 0:00,9/20/2023 16:12,annual,annual,6359,1782,10140,74
NULL,NULL,7/27/2021 21:13,9/23/2022 21:49,8/5/2022 0:00,NULL,7/27/2022 0:00,9/23/2023 21:49,annual,annual,161640,5014,10199,49
NULL,NULL,1/28/2021 23:44,9/29/2022 12:08,12/4/2021 0:00,NULL,11/25/2021 2:00,9/29/2023 12:08,annual,annual,872,884,10299,299
NULL,11/18/2022 13:56,1/28/2021 23:44,10/5/2022 13:32,2/4/2021 0:00,12/5/2022 13:41,1/31/2021 2:00,12/5/2022 13:32,monthly,monthly,4439,419,10391,608
NULL,1/3/2023 16:28,2/20/2021 11:13,10/15/2022 14:41,5/24/2022 0:00,1/15/2023 15:01,5/20/2022 0:00,1/15/2023 14:41,monthly,monthly,145185,3418,10476,144
6/2/2021 0:00,10/18/2022 15:44,6/2/2021 18:01,10/17/2022 19:28,6/2/2022 0:00,10/19/2022 7:05,6/2/2022 0:00,10/17/2023 19:28,annual,annual,147305,4527,10488,137
NULL,NULL,7/4/2021 7:13,10/19/2022 16:23,10/13/2022 0:00,NULL,10/4/2022 0:00,10/19/2023 16:23,annual,annual,159105,4757,10507,6
NULL,NULL,1/28/2021 23:44,10/20/2022 2:55,9/30/2022 0:00,NULL,9/21/2022 0:00,10/20/2023 2:55,annual,annual,7752,1353,10513,20
