original canceled date,resurrected canceled date,original created date,resurrected created date,original end date,resurrected end date,original next charge date,resurrected next charge date,original plan,resurrected plan,student_id,original subscription id,resurrected subscription id,days to resurrection
3/18/2022 0:00,NULL,3/19/2021 5:42,10/20/2022 5:31,3/19/2022 0:00,NULL,3/19/2022 0:00,10/20/2023 5:31,annual,annual,147178,3790,10514,215
NULL,NULL,1/28/2021 23:46,10/20/2022 8:36,5/1/2022 0:00,NULL,4/23/2022 0:00,10/20/2023 8:36,annual,annual,1382,2345,10517,172
2/15/2021 0:00,NULL,1/28/2021 23:44,10/20/2022 9:22,3/10/2021 0:00,NULL,3/10/2021 0:00,10/20/2023 9:22,monthly,annual,9377,1159,10519,589
NULL,NULL,1/28/2021 23:44,10/20/2022 11:14,7/18/2022 0:00,NULL,7/18/2023 0:00,10/20/2023 11:14,annual,annual,18678,1603,10523,94
2/6/2021 0:00,NULL,1/28/2021 23:44,10/20/2022 12:29,2/15/2021 0:00,NULL,2/15/2021 2:00,10/20/2023 12:29,monthly,annual,5470,534,10524,612
NULL,NULL,1/28/2021 23:44,10/20/2022 15:23,12/6/2021 0:00,NULL,11/27/2021 2:00,10/20/2023 15:23,annual,annual,143012,837,10526,318
4/5/2021 0:00,NULL,1/28/2021 23:46,10/20/2022 17:51,4/29/2021 0:00,NULL,4/29/2021 3:00,10/20/2023 17:51,annual,annual,17823,2085,10530,539
4/6/2021 0:00,NULL,1/28/2021 23:46,10/21/2022 2:25,4/18/2021 0:00,NULL,4/18/2021 3:00,10/21/2023 2:25,annual,annual,3426,2668,10535,551
NULL,NULL,1/28/2021 23:44,10/21/2022 2:57,1/19/2022 0:00,NULL,1/19/2023 0:00,10/21/2023 2:57,annual,annual,2104,139,10536,275
2/18/2022 0:00,NULL,6/4/2021 1:37,10/21/2022 11:05,9/4/2022 0:00,NULL,9/4/2022 0:00,10/21/2023 11:05,annual,annual,156776,4579,10539,47
NULL,NULL,1/28/2021 23:44,10/21/2022 12:18,7/31/2021 0:00,NULL,7/17/2021 3:00,10/21/2023 12:18,annual,annual,18531,1604,10540,447
NULL,NULL,1/28/2021 23:46,10/21/2022 15:19,4/29/2021 0:00,NULL,4/20/2021 3:00,10/21/2023 15:19,annual,annual,14491,2589,10541,540
9/17/2021 0:00,NULL,1/28/2021 23:44,10/21/2022 16:12,9/24/2021 0:00,NULL,9/24/2021 3:00,10/21/2023 16:12,annual,annual,8758,1308,10542,392
NULL,NULL,1/28/2021 23:46,10/21/2022 17:50,5/5/2021 0:00,NULL,4/26/2021 3:00,10/21/2023 17:50,annual,annual,31660,2220,10544,534
4/7/2021 0:00,NULL,1/28/2021 23:46,10/22/2022 2:14,5/7/2021 0:00,NULL,5/7/2021 3:00,10/22/2023 2:14,annual,annual,17174,2042,10547,533
7/23/2022 0:00,NULL,6/18/2021 14:57,10/25/2022 17:28,9/18/2022 0:00,NULL,9/18/2022 0:00,10/25/2023 17:28,annual,annual,130021,4669,10573,37
NULL,11/1/2022 19:31,1/28/2021 23:44,10/25/2022 18:48,11/23/2021 0:00,11/2/2022 8:07,11/14/2021 2:00,11/25/2022 18:48,annual,monthly,4013,1003,10575,336
3/15/2021 0:00,NULL,1/28/2021 23:46,10/26/2022 17:39,4/15/2021 0:00,NULL,4/15/2021 3:00,10/26/2023 17:39,annual,annual,23287,2893,10583,559
NULL,12/29/2022 18:33,7/27/2021 16:42,10/28/2022 21:17,8/5/2022 0:00,1/28/2023 21:17,7/27/2022 0:00,1/28/2023 21:17,annual,monthly,161626,5010,10598,84
8/24/2021 0:00,NULL,1/28/2021 23:44,10/29/2022 5:40,9/24/2021 0:00,NULL,9/24/2021 3:00,11/22/2023 5:12,annual,annual,1374,1289,10602,400
NULL,NULL,5/31/2021 13:59,10/29/2022 14:43,6/9/2022 0:00,NULL,5/31/2022 0:00,10/29/2023 14:43,annual,annual,139185,4463,10605,142
9/12/2021 0:00,10/3/2021 0:00,9/12/2021 15:27,9/25/2021 13:23,9/15/2021 0:00,10/25/2021 0:00,9/12/2022 0:00,10/25/2021 0:00,annual,monthly,169259,5398,5490,10
9/25/2021 0:00,10/30/2021 0:00,8/26/2021 6:40,9/29/2021 5:59,9/26/2021 0:00,10/29/2021 0:00,9/26/2021 0:00,10/29/2021 0:00,monthly,monthly,165801,5248,5571,3
NULL,NULL,8/20/2021 5:18,10/4/2021 17:23,9/25/2021 0:00,11/8/2021 0:00,9/20/2021 0:00,11/4/2021 0:00,annual,monthly,160122,5192,5614,9
NULL,NULL,10/14/2021 8:43,11/22/2021 15:01,11/12/2021 0:00,11/23/2022 0:00,10/14/2022 0:00,11/22/2022 0:00,annual,annual,171405,5694,5819,10
11/22/2021 0:00,9/24/2022 0:00,11/7/2021 17:27,11/24/2021 2:52,11/22/2021 0:00,11/24/2022 0:00,11/7/2022 0:00,11/24/2022 0:00,annual,annual,240444,5752,5989,2
9/20/2021 0:00,12/3/2022 0:00,8/16/2021 21:50,12/3/2021 13:02,10/16/2021 0:00,12/5/2022 0:00,10/16/2021 0:00,12/3/2023 0:00,monthly,annual,163884,5153,7028,48
NULL,NULL,11/25/2021 19:19,1/5/2022 14:23,12/29/2021 0:00,4/9/2022 0:00,12/25/2021 0:00,4/5/2022 0:00,monthly,monthly,238987,6123,7272,7
NULL,NULL,8/19/2021 7:04,1/7/2022 12:24,12/23/2021 0:00,2/11/2022 0:00,12/19/2021 0:00,2/7/2022 0:00,monthly,monthly,164356,5178,7283,15
12/24/2021 0:00,3/11/2022 0:00,11/24/2021 12:28,1/12/2022 7:52,12/24/2021 0:00,3/12/2022 0:00,12/24/2021 0:00,3/12/2022 0:00,monthly,monthly,240553,6015,7332,19
NULL,2/14/2022 0:00,1/2/2022 1:17,1/27/2022 18:33,1/6/2022 0:00,1/27/2023 0:00,1/2/2023 0:00,1/27/2023 0:00,annual,annual,258913,7245,7633,21
NULL,NULL,12/16/2021 8:44,1/28/2022 19:24,1/20/2022 0:00,3/4/2022 0:00,1/16/2022 0:00,2/28/2022 0:00,monthly,monthly,248535,7114,7697,8
1/10/2022 0:00,2/12/2022 13:53,1/10/2022 2:07,2/12/2022 13:51,2/10/2022 0:00,3/12/2022 14:01,2/10/2022 0:00,3/12/2022 13:51,monthly,monthly,259865,7307,7817,2
11/27/2021 0:00,NULL,11/27/2021 9:38,2/14/2022 19:12,11/29/2021 0:00,NULL,11/27/2022 0:00,2/14/2023 19:12,annual,annual,254541,6278,7839,77
11/22/2021 0:00,NULL,10/16/2021 11:50,2/16/2022 16:30,12/16/2021 0:00,NULL,12/16/2021 0:00,2/16/2023 16:30,monthly,annual,172427,5715,7867,62
2/13/2022 0:00,NULL,1/14/2022 18:23,2/16/2022 17:42,2/14/2022 0:00,NULL,2/14/2022 0:00,2/16/2023 17:42,monthly,annual,213109,7364,7869,2
NULL,NULL,12/6/2021 11:13,2/17/2022 7:29,2/10/2022 0:00,NULL,2/6/2022 0:00,2/17/2023 7:29,monthly,annual,255534,7045,7884,7
NULL,NULL,11/22/2021 16:02,2/17/2022 12:13,12/26/2021 0:00,NULL,12/22/2021 0:00,2/17/2023 12:13,monthly,annual,218237,5840,7892,53
NULL,NULL,9/30/2021 19:21,3/5/2022 14:24,12/4/2021 0:00,4/18/2022 15:00,11/30/2021 0:00,4/5/2022 14:24,monthly,monthly,6026,5594,8028,91
NULL,NULL,9/3/2021 10:58,3/15/2022 12:04,2/7/2022 0:00,NULL,2/3/2022 0:00,2/15/2023 12:04,monthly,monthly,160960,5352,8118,36
NULL,6/12/2022 21:32,1/1/2022 15:04,3/18/2022 14:44,2/5/2022 0:00,6/18/2022 15:01,2/1/2022 0:00,4/18/2022 14:44,monthly,monthly,33495,7238,8149,41
3/15/2022 8:39,NULL,2/19/2022 15:06,3/28/2022 7:30,3/19/2022 15:21,NULL,3/19/2022 15:06,3/28/2023 7:30,monthly,annual,258930,7909,8265,9
2/25/2022 0:00,NULL,12/26/2021 15:21,3/29/2022 10:18,2/26/2022 0:00,5/12/2022 10:41,2/26/2022 0:00,4/29/2022 10:18,monthly,monthly,257898,7183,8285,31
NULL,NULL,1/15/2022 11:33,3/29/2022 12:59,3/19/2022 0:00,NULL,3/15/2022 0:00,3/29/2023 12:59,monthly,annual,260356,7370,8288,10
3/10/2022 1:07,NULL,2/10/2022 16:47,3/30/2022 16:34,3/10/2022 17:01,NULL,3/10/2022 16:47,3/30/2023 16:34,monthly,annual,262580,7808,8336,20
3/21/2022 0:00,NULL,1/27/2022 22:20,3/30/2022 17:03,3/27/2022 0:00,NULL,3/27/2022 0:00,3/30/2023 17:03,monthly,annual,258782,7648,8339,3
1/31/2022 0:00,6/6/2022 20:00,11/30/2021 9:43,4/8/2022 14:33,1/30/2022 0:00,6/8/2022 14:40,1/30/2022 0:00,5/8/2022 14:33,monthly,monthly,247713,6821,8469,68
NULL,NULL,2/19/2022 6:37,4/16/2022 8:27,4/8/2022 13:14,5/31/2022 9:22,3/19/2022 6:37,5/16/2022 8:27,monthly,monthly,236797,7907,8548,8
NULL,NULL,2/25/2022 9:02,4/19/2022 3:09,4/8/2022 13:16,7/2/2022 3:41,3/25/2022 9:02,5/19/2022 3:09,monthly,monthly,255827,7960,8569,11
4/2/2022 23:17,5/11/2022 5:34,3/4/2022 19:02,4/22/2022 3:12,4/4/2022 19:21,5/22/2022 3:20,4/4/2022 19:02,5/22/2022 3:12,monthly,monthly,205950,8023,8595,18
4/13/2022 14:35,5/11/2022 2:33,4/6/2022 15:25,5/9/2022 3:29,5/6/2022 15:41,6/9/2022 3:40,5/6/2022 15:25,6/9/2022 3:29,monthly,monthly,269843,8443,8715,3
NULL,NULL,1/27/2022 23:52,5/21/2022 19:44,2/21/2022 0:00,7/4/2022 20:21,1/27/2023 0:00,6/21/2022 19:44,annual,monthly,261788,7656,8821,89
NULL,NULL,3/26/2022 5:39,5/27/2022 6:22,4/26/2022 12:37,NULL,3/26/2023 5:39,5/27/2023 6:22,annual,annual,213528,8243,8877,31
5/24/2022 16:30,NULL,5/6/2022 16:45,5/28/2022 19:17,5/26/2022 14:05,NULL,5/6/2023 16:45,5/28/2023 19:17,annual,annual,263309,8698,8897,2
NULL,NULL,5/14/2022 13:43,5/30/2022 3:11,5/23/2022 6:43,NULL,5/14/2023 13:43,5/30/2023 3:11,annual,annual,273936,8751,8930,7
3/2/2022 7:42,NULL,2/13/2022 16:08,6/2/2022 10:10,3/13/2022 16:21,NULL,3/13/2022 16:08,2/2/2023 10:10,monthly,monthly,161693,7824,9065,81
NULL,NULL,2/24/2022 19:20,6/8/2022 19:45,6/6/2022 20:01,9/9/2022 11:20,3/24/2022 19:20,10/8/2022 19:45,monthly,monthly,182962,7956,9122,2
NULL,7/12/2022 14:14,2/24/2022 9:28,6/17/2022 16:14,5/7/2022 10:01,7/17/2022 16:21,3/24/2022 9:28,7/17/2022 16:14,monthly,monthly,144397,7952,9185,41
4/18/2022 18:27,10/19/2022 9:52,3/24/2022 12:56,6/22/2022 16:14,4/24/2022 13:01,10/22/2022 16:21,4/24/2022 12:56,10/22/2022 16:14,monthly,monthly,268113,8212,9232,59
NULL,NULL,1/24/2022 2:41,6/26/2022 13:15,1/25/2022 0:00,NULL,4/24/2023 0:00,6/26/2023 13:15,annual,annual,261393,7512,9253,152
NULL,NULL,4/18/2022 13:08,6/26/2022 16:10,4/28/2022 14:36,NULL,4/18/2023 13:08,6/26/2023 16:10,annual,annual,271169,8565,9256,59
12/11/2021 0:00,NULL,11/28/2021 11:13,6/27/2022 7:13,12/22/2021 0:00,NULL,11/28/2022 0:00,6/27/2023 7:13,annual,annual,239932,6390,9264,187
NULL,NULL,4/10/2022 5:12,6/27/2022 8:21,5/23/2022 5:40,8/9/2022 9:00,5/10/2022 5:12,7/27/2022 8:21,monthly,monthly,270179,8487,9266,35
NULL,1/3/2023 18:54,3/9/2022 23:11,6/27/2022 21:18,6/22/2022 23:40,1/27/2023 21:18,4/9/2022 23:11,1/27/2023 21:18,monthly,monthly,266366,8067,9282,5
4/13/2022 0:00,NULL,9/25/2021 13:21,6/29/2022 13:24,4/25/2022 0:00,NULL,4/25/2022 0:00,6/29/2023 13:24,monthly,annual,171248,5489,9304,65
1/18/2022 0:00,NULL,8/6/2021 20:04,7/1/2022 19:36,2/6/2022 0:00,11/14/2022 20:01,2/6/2022 0:00,11/1/2022 19:36,monthly,monthly,162320,5108,9332,145
NULL,10/2/2022 17:37,1/25/2022 17:08,7/31/2022 17:52,3/1/2022 0:00,10/30/2022 18:01,2/25/2022 0:00,10/30/2022 17:52,monthly,monthly,177810,7551,9716,152
5/25/2022 1:13,9/23/2022 4:09,5/24/2022 16:04,8/7/2022 22:54,5/25/2022 5:47,10/7/2022 23:01,6/24/2022 16:04,10/7/2022 22:54,monthly,monthly,274781,8843,9772,74
2/24/2022 0:00,NULL,12/1/2021 10:29,8/11/2022 10:37,3/1/2022 0:00,9/24/2022 11:00,3/1/2022 0:00,9/11/2022 10:37,monthly,monthly,239031,6884,9803,163
3/21/2022 0:00,8/31/2022 5:16,1/20/2022 19:03,8/17/2022 0:38,4/20/2022 0:00,9/17/2022 0:40,4/20/2022 0:00,9/17/2022 0:38,monthly,monthly,261073,7452,9833,119
12/8/2021 0:00,NULL,11/23/2021 23:00,8/30/2022 19:59,12/9/2021 0:00,9/5/2022 11:39,11/23/2022 0:00,8/30/2023 19:59,annual,annual,253904,5980,9952,264
NULL,10/26/2022 8:20,7/13/2022 9:46,9/6/2022 14:47,8/26/2022 10:20,11/6/2022 15:01,8/13/2022 9:46,10/6/2022 14:47,monthly,monthly,279404,9419,10023,11
NULL,NULL,7/16/2022 19:56,9/7/2022 15:21,8/9/2022 10:59,NULL,7/16/2023 19:56,9/7/2023 15:21,annual,annual,280932,9444,10031,29
NULL,NULL,4/8/2022 19:36,9/8/2022 21:14,8/21/2022 20:00,NULL,5/8/2022 19:36,2/8/2023 21:14,monthly,monthly,1436,8475,10045,18
NULL,NULL,6/14/2022 15:18,9/10/2022 10:57,7/27/2022 15:41,10/23/2022 11:20,7/14/2022 15:18,10/10/2022 10:57,monthly,monthly,217976,9157,10055,45
NULL,NULL,6/10/2022 2:08,9/10/2022 17:26,7/23/2022 2:40,NULL,7/10/2022 2:08,2/10/2023 17:26,monthly,monthly,163914,9131,10057,49
NULL,NULL,4/29/2022 12:42,9/23/2022 10:08,6/11/2022 13:20,11/5/2022 10:40,5/29/2022 12:42,10/23/2022 10:08,monthly,monthly,271465,8652,10183,104
11/22/2021 0:00,NULL,9/10/2021 18:16,9/27/2022 17:24,9/10/2022 0:00,NULL,9/10/2022 0:00,9/27/2023 17:24,annual,annual,166145,5389,10245,17
NULL,NULL,9/21/2022 16:30,9/28/2022 22:00,9/26/2022 9:10,10/4/2022 12:33,9/21/2023 16:30,9/28/2023 22:00,annual,annual,291575,10156,10282,2
9/27/2022 20:24,NULL,8/2/2022 15:50,10/7/2022 1:10,10/2/2022 16:01,NULL,10/2/2022 15:50,2/7/2023 1:10,monthly,monthly,278789,9730,10406,5
3/13/2022 0:00,NULL,12/14/2021 21:53,10/8/2022 11:56,3/14/2022 0:00,NULL,3/14/2022 0:00,2/8/2023 11:56,monthly,monthly,256539,7107,10415,208
NULL,NULL,10/11/2022 8:32,10/13/2022 7:59,10/11/2022 14:45,NULL,10/11/2023 8:32,10/13/2023 7:59,annual,annual,294227,10430,10454,2
9/30/2022 0:00,NULL,10/9/2021 21:46,10/14/2022 13:53,10/9/2022 0:00,NULL,10/9/2022 0:00,10/14/2023 13:53,annual,annual,172289,5647,10473,5
9/29/2022 16:57,10/20/2022 0:54,8/31/2022 16:52,10/19/2022 19:41,9/30/2022 17:01,10/19/2023 19:41,9/30/2022 16:52,10/19/2023 19:41,monthly,annual,184509,9978,10510,19
9/30/2022 16:51,NULL,7/2/2022 21:33,10/21/2022 17:11,10/2/2022 21:41,NULL,10/2/2022 21:33,10/21/2023 17:11,monthly,annual,279178,9341,10543,19
NULL,NULL,9/29/2021 18:25,10/22/2022 7:13,10/8/2022 0:00,NULL,9/29/2022 0:00,10/22/2023 7:13,annual,annual,171464,5578,10550,14
NULL,NULL,8/21/2022 22:17,10/26/2022 15:26,10/4/2022 22:41,12/9/2022 16:01,9/21/2022 22:17,11/26/2022 15:26,monthly,monthly,287436,9875,10581,22
9/30/2021 0:00,10/7/2021 0:00,9/30/2021 1:38,10/7/2021 2:04,10/1/2021 0:00,1/7/2023 0:00,9/30/2022 0:00,1/7/2023 0:00,annual,annual,161580,5586,5632,6
NULL,NULL,8/5/2021 9:55,10/15/2021 9:58,10/9/2021 0:00,1/19/2022 0:00,10/5/2021 0:00,1/15/2022 0:00,annual,annual,162207,5096,5706,6
9/6/2021 0:00,11/7/2021 0:00,8/6/2021 18:29,11/6/2021 15:13,10/6/2021 0:00,12/6/2021 0:00,10/6/2021 0:00,12/6/2021 0:00,monthly,monthly,151556,5106,5750,31
11/24/2021 0:00,NULL,11/22/2021 20:33,11/29/2021 11:57,11/25/2021 0:00,4/1/2022 0:00,11/22/2022 0:00,3/28/2022 0:00,annual,monthly,242677,5882,6676,4
NULL,NULL,9/11/2021 12:24,12/5/2021 2:30,10/15/2021 0:00,2/9/2022 0:00,10/11/2021 0:00,2/5/2022 0:00,monthly,monthly,158724,5393,7038,51
NULL,NULL,11/11/2021 8:33,12/7/2021 8:20,12/2/2021 0:00,NULL,11/11/2022 0:00,12/7/2023 0:00,annual,annual,178111,5757,7051,5
11/11/2021 0:00,2/18/2022 0:00,9/15/2021 5:25,12/25/2021 6:47,11/15/2021 0:00,2/25/2022 0:00,11/15/2021 0:00,2/25/2022 0:00,monthly,monthly,156660,5405,7170,40
NULL,NULL,11/19/2021 17:24,1/2/2022 7:38,12/23/2021 0:00,2/6/2022 0:00,12/19/2021 0:00,2/2/2022 0:00,monthly,monthly,250078,5803,7247,10
11/22/2021 0:00,2/12/2022 0:00,11/22/2021 17:10,1/12/2022 11:45,12/22/2021 0:00,2/12/2022 0:00,12/22/2021 0:00,2/12/2022 0:00,monthly,monthly,179137,5852,7337,21
NULL,NULL,11/23/2021 12:17,1/21/2022 9:37,12/27/2021 0:00,8/25/2022 0:00,12/23/2021 0:00,8/21/2022 0:00,monthly,monthly,196538,5931,7467,25
10/27/2021 0:00,NULL,9/27/2021 13:12,1/31/2022 3:49,10/27/2021 0:00,4/1/2022 0:00,10/27/2021 0:00,3/28/2022 0:00,monthly,monthly,145313,5537,7703,96
NULL,4/28/2022 0:00,11/23/2021 12:16,1/31/2022 8:58,1/27/2022 0:00,4/28/2022 0:00,1/23/2022 0:00,4/28/2022 0:00,monthly,monthly,248305,5930,7704,4
NULL,NULL,12/13/2021 8:34,2/8/2022 12:55,1/17/2022 0:00,4/6/2022 8:13,1/13/2022 0:00,3/8/2022 12:55,monthly,monthly,198947,7096,7775,22
NULL,12/20/2022 15:43,1/28/2022 5:04,2/17/2022 5:10,2/14/2022 0:00,2/17/2023 5:10,1/28/2023 0:00,2/17/2023 5:10,annual,annual,261805,7673,7879,3
10/14/2021 0:00,NULL,9/15/2021 20:35,2/17/2022 13:21,10/15/2021 0:00,NULL,10/15/2021 0:00,2/17/2023 13:21,monthly,annual,93270,5407,7894,125
9/23/2021 0:00,NULL,8/28/2021 9:30,3/24/2022 1:56,9/28/2021 0:00,3/30/2022 6:50,9/28/2021 0:00,3/24/2023 1:56,monthly,annual,157613,5290,8203,177
NULL,4/15/2022 1:19,1/9/2022 11:06,3/27/2022 12:28,2/13/2022 0:00,NULL,2/9/2022 0:00,3/27/2023 12:28,annual,annual,259504,7301,8257,42
NULL,10/12/2022 0:54,1/21/2022 20:18,3/29/2022 20:08,2/7/2022 0:00,3/29/2023 20:08,1/21/2023 0:00,3/29/2023 20:08,annual,annual,261200,7476,8303,50
3/25/2022 8:47,4/5/2022 5:02,3/20/2022 10:12,3/30/2022 18:59,3/28/2022 14:47,4/5/2022 6:11,3/20/2023 10:12,3/30/2023 18:59,annual,annual,267089,8164,8347,2
NULL,NULL,11/24/2021 19:08,4/4/2022 22:55,12/28/2021 0:00,7/17/2022 23:21,12/24/2021 0:00,5/4/2022 22:55,monthly,monthly,225216,6048,8432,97
NULL,NULL,2/23/2022 23:10,4/21/2022 0:57,4/8/2022 13:16,6/3/2022 1:21,3/23/2022 23:10,5/21/2022 0:57,monthly,monthly,195307,7950,8587,13
NULL,NULL,2/23/2022 15:31,4/23/2022 7:49,4/8/2022 13:15,6/5/2022 8:20,3/23/2022 15:31,5/23/2022 7:49,monthly,monthly,264514,7946,8601,15
2/3/2022 0:00,6/10/2022 14:26,1/4/2022 14:20,5/10/2022 14:54,2/4/2022 0:00,6/10/2022 15:01,2/4/2022 0:00,6/10/2022 14:54,monthly,monthly,4874,7260,8726,95
3/26/2022 20:13,5/21/2022 20:47,3/3/2022 17:08,5/17/2022 5:29,4/3/2022 17:21,6/17/2022 5:40,4/3/2022 17:08,6/17/2022 5:29,monthly,monthly,265241,8016,8773,44
11/8/2021 0:00,NULL,9/12/2021 12:02,5/30/2022 7:35,11/12/2021 0:00,NULL,11/12/2021 0:00,1/30/2023 7:35,monthly,monthly,159071,5397,8934,199
10/19/2021 0:00,NULL,8/19/2021 6:19,6/7/2022 17:23,10/19/2021 0:00,7/20/2022 18:01,10/19/2021 0:00,7/7/2022 17:23,monthly,monthly,5603,5176,9109,231
4/24/2022 16:28,7/25/2022 11:21,4/10/2022 23:20,6/15/2022 3:12,5/10/2022 23:40,8/15/2022 3:21,5/10/2022 23:20,8/15/2022 3:12,monthly,monthly,270247,8494,9164,36
4/18/2022 18:49,7/9/2022 14:01,3/24/2022 17:52,6/16/2022 14:09,4/24/2022 18:01,7/16/2022 14:20,4/24/2022 17:52,7/16/2022 14:09,monthly,monthly,182728,8217,9178,53
NULL,NULL,9/28/2021 11:38,6/20/2022 3:16,10/11/2021 0:00,NULL,10/28/2021 0:00,6/20/2023 3:16,monthly,annual,171536,5561,9206,252
NULL,NULL,3/2/2022 18:29,6/27/2022 20:36,5/11/2022 15:27,8/9/2022 21:01,4/2/2022 18:29,7/27/2022 20:36,monthly,monthly,262569,8011,9281,47
12/22/2021 0:00,NULL,12/7/2021 10:46,6/28/2022 7:33,1/7/2022 0:00,NULL,1/7/2022 0:00,6/28/2023 7:33,monthly,annual,185019,7052,9285,172
NULL,NULL,1/18/2022 12:07,6/29/2022 14:22,2/22/2022 0:00,NULL,2/18/2022 0:00,6/29/2023 14:22,monthly,annual,238800,7407,9305,127
NULL,8/7/2022 8:56,9/21/2021 8:26,7/6/2022 17:15,10/15/2021 0:00,9/6/2022 17:21,9/21/2022 0:00,9/6/2022 17:15,annual,monthly,169991,5441,9364,264
6/7/2022 21:08,7/9/2022 16:35,6/7/2022 14:13,7/9/2022 16:32,7/7/2022 14:20,8/9/2022 16:41,7/7/2022 14:13,8/9/2022 16:32,monthly,monthly,190610,9108,9387,2
NULL,8/12/2022 8:42,3/26/2022 10:19,7/13/2022 4:34,6/8/2022 10:40,8/13/2022 4:40,4/26/2022 10:19,8/13/2022 4:34,monthly,monthly,182,8246,9415,35
6/7/2022 17:45,9/14/2022 17:26,2/11/2022 11:34,7/22/2022 10:06,6/11/2022 11:40,9/22/2022 10:20,6/11/2022 11:34,9/22/2022 10:06,monthly,monthly,261828,7814,9515,41
6/12/2022 9:55,NULL,5/13/2022 0:48,8/7/2022 7:08,6/13/2022 1:00,9/20/2022 7:40,6/13/2022 0:48,9/7/2022 7:08,monthly,monthly,180153,8745,9766,55
6/23/2022 12:33,NULL,6/23/2022 12:10,8/10/2022 14:22,7/23/2022 12:20,11/11/2022 10:27,7/23/2022 12:10,9/10/2022 14:22,monthly,monthly,278995,9241,9798,18
NULL,NULL,2/25/2022 21:45,8/22/2022 14:37,4/8/2022 13:17,10/5/2022 15:00,3/25/2022 21:45,9/22/2022 14:37,monthly,monthly,156614,7964,9880,136
NULL,NULL,7/7/2022 1:43,8/28/2022 10:35,8/20/2022 2:20,NULL,8/7/2022 1:43,8/28/2023 10:35,monthly,annual,280548,9367,9929,8
NULL,NULL,6/19/2022 22:12,8/30/2022 20:14,6/29/2022 6:11,NULL,6/19/2023 22:12,8/30/2023 20:14,annual,annual,269534,9205,9953,62
3/28/2022 0:00,NULL,12/1/2021 18:17,8/31/2022 19:19,4/1/2022 0:00,NULL,4/1/2022 0:00,8/31/2023 19:19,monthly,annual,225283,6920,9980,152
7/12/2022 15:37,NULL,4/16/2022 3:44,9/1/2022 20:11,7/16/2022 4:00,NULL,7/16/2022 3:44,9/1/2023 20:11,monthly,annual,269130,8546,9993,47
4/6/2022 18:45,10/20/2022 17:48,2/15/2022 16:26,9/15/2022 22:01,4/15/2022 16:41,11/15/2022 22:21,3/15/2022 16:26,11/15/2022 22:01,monthly,monthly,263783,7855,10093,153
NULL,NULL,9/24/2021 19:21,10/5/2022 12:14,10/3/2022 0:00,NULL,9/24/2022 0:00,10/5/2023 12:14,annual,annual,167554,5481,10390,2
NULL,NULL,9/28/2021 5:57,10/9/2022 7:45,10/7/2022 0:00,NULL,9/28/2022 0:00,10/9/2023 7:45,annual,annual,143709,5557,10417,2
NULL,NULL,11/29/2021 6:14,10/9/2022 9:50,11/29/2021 0:00,NULL,11/29/2022 0:00,10/9/2023 9:50,annual,annual,254888,6603,10418,314
8/13/2022 23:14,11/14/2022 16:37,4/20/2022 6:43,10/11/2022 14:14,8/20/2022 7:00,12/11/2022 14:20,8/20/2022 6:43,12/11/2022 14:14,monthly,monthly,269984,8576,10433,52
5/29/2022 20:05,NULL,4/30/2022 9:48,10/19/2022 18:02,5/30/2022 10:00,NULL,5/30/2022 9:48,10/19/2023 18:02,monthly,annual,182377,8658,10508,142
6/6/2022 4:39,10/20/2022 11:04,6/2/2022 23:57,10/20/2022 10:58,6/6/2022 6:42,10/20/2023 10:58,7/2/2022 23:57,10/20/2023 10:58,monthly,annual,275215,9071,10521,136
8/15/2022 9:07,NULL,5/26/2022 21:24,10/20/2022 15:29,8/26/2022 21:40,NULL,8/26/2022 21:24,10/20/2023 15:29,monthly,annual,274836,8872,10527,55
6/12/2022 11:41,NULL,4/11/2022 18:23,10/20/2022 19:58,7/11/2022 18:41,NULL,7/11/2022 18:23,10/20/2023 19:58,monthly,annual,270103,8499,10531,101
9/27/2021 0:00,NULL,9/27/2021 18:09,10/21/2022 5:00,9/27/2022 0:00,NULL,9/27/2022 0:00,10/21/2023 5:00,annual,annual,171476,5545,10537,24
NULL,NULL,6/6/2022 6:45,10/28/2022 10:31,10/7/2022 11:33,1/16/2023 0:00,6/6/2023 6:45,10/28/2023 0:00,annual,annual,271258,9095,10594,21
