user_id,current status,plan,tag
5261,1,Annual,Base
5278,1,Annual,Base
5286,1,Annual,Base
5311,1,Annual,Base
5334,1,Annual,Base
5348,1,Annual,Base
5371,1,Annual,Base
5385,1,Annual,Base
5389,1,Annual,Base
5391,2,Annual,Base
5427,1,Monthly,Base
5450,2,Annual,Base
5470,1,Annual,Resurrected
5492,2,Annual,Base
5509,1,Annual,Base
5579,1,Annual,Base
5583,3,Annual,Base
5586,1,Annual,Base
5589,1,Annual,Base
5609,1,Annual,Base
5631,1,Annual,Base
5644,1,Annual,Base
5652,1,Annual,Base
5678,1,Annual,Base
5725,1,Annual,Base
5739,1,Annual,Base
5743,1,Quarterly,Base
5749,3,Annual,Base
5774,1,Annual,Base
5782,1,Annual,Base
5820,1,Annual,Base
5827,1,Annual,Base
5836,1,Annual,Base
5839,1,Annual,Base
5916,1,Annual,Base
5921,1,Annual,Base
5936,3,Annual,Base
5955,1,Annual,Base
5993,1,Annual,Base
6011,1,Annual,Base
6025,1,Annual,Base
6043,1,Annual,Base
6053,1,Annual,Base
6092,1,Annual,Base
6096,1,Annual,Base
6107,1,Annual,Base
6116,1,Annual,Base
6159,3,Annual,Churned
6159,3,Annual,Base
6161,1,Annual,Base
6164,1,Annual,Base
6199,1,Annual,Base
6219,1,Annual,Base
6239,2,Monthly,Base
6257,1,Annual,Base
6278,1,Annual,Base
6353,3,Annual,Base
6359,1,Annual,Base
6363,1,Annual,Base
6383,1,Annual,Base
6395,1,Annual,Base
6408,3,Annual,Base
6427,2,Annual,Base
6433,1,Annual,Base
6448,3,Annual,Base
6475,1,Annual,Base
6479,1,Annual,Base
6503,1,Annual,Base
6505,3,Annual,Base
6559,2,Annual,Base
6603,1,Annual,Base
6618,1,Annual,Base
6623,1,Annual,Base
6657,3,Annual,Base
6657,3,Annual,Churned
6693,1,Annual,Base
6726,1,Annual,Base
6745,1,Annual,Base
6749,1,Annual,Base
6773,1,Annual,Base
6787,1,Annual,Base
6789,1,Annual,Base
6805,1,Annual,Base
6819,2,Annual,Base
6855,1,Annual,Base
6862,1,Annual,Base
6869,1,Annual,Base
6884,1,Annual,Base
6885,1,Annual,Base
6890,1,Annual,Base
6898,1,Annual,Base
6903,3,Annual,Base
6924,1,Annual,Base
6930,1,Annual,Base
6932,1,Annual,Base
6940,3,Annual,Base
6950,1,Annual,Base
6965,1,Annual,Base
6971,1,Annual,Base
6985,2,Annual,Base
7007,1,Annual,Base
7008,1,Annual,Base
7013,2,Annual,Base
7037,1,Annual,Base
7065,1,Annual,Base
7069,1,Annual,Base
7076,1,Annual,Base
7081,3,Annual,Base
7086,1,Annual,Base
7092,1,Annual,Base
7099,1,Annual,Base
7104,1,Annual,Base
7105,1,Annual,Base
7107,1,Annual,Base
7123,1,Annual,Base
7127,1,Annual,Base
7132,2,Annual,Base
7163,2,Annual,Base
7175,1,Annual,Base
7182,1,Annual,Base
7197,1,Annual,Base
7203,2,Annual,Base
7217,1,Annual,Base
7224,1,Annual,Base
7238,3,Annual,Base
7244,1,Annual,Base
7246,2,Annual,Base
7262,1,Annual,Base
7272,1,Annual,Base
7291,1,Annual,Base
7294,1,Annual,Base
7306,1,Annual,Base
7307,1,Annual,Base
7317,3,Annual,Base
7329,1,Annual,Base
7331,2,Annual,Base
7336,2,Annual,Base
7344,1,Annual,Base
7358,1,Annual,Base
7361,1,Annual,Base
7369,1,Annual,Base
7382,1,Annual,Base
7412,1,Annual,Base
7421,1,Annual,Base
7429,3,Annual,Base
7443,1,Annual,Base
7449,1,Annual,Base
7465,1,Annual,Base
7474,2,Annual,Base
7495,1,Annual,Base
7524,1,Annual,Base
7533,3,Annual,Base
7540,1,Annual,Base
7547,1,Annual,Base
7553,1,Annual,Base
7568,1,Annual,Base
7606,1,Annual,Base
7614,1,Annual,Base
7620,3,Annual,Base
7620,3,Annual,Churned
7632,2,Annual,Base
7646,1,Annual,Base
7678,1,Annual,Base
7691,1,Annual,Base
7695,1,Annual,Base
7742,3,Annual,Base
7752,1,Annual,Resurrected
7775,3,Annual,Base
7790,3,Annual,Base
7810,2,Annual,Base
7873,3,Monthly,Churned
7873,3,Monthly,Base
7874,1,Annual,Base
7898,1,Annual,Base
7955,1,Annual,Base
7975,3,Annual,Base
7975,3,Annual,Churned
7978,1,Annual,Base
8018,1,Annual,Base
8030,3,Annual,Base
8040,1,Annual,Base
8048,3,Annual,Base
8054,3,Quarterly,Base
8059,1,Monthly,Base
8068,1,Annual,Base
8095,3,Annual,Base
8156,1,Annual,Base
8163,1,Monthly,Base
8223,1,Annual,Base
8260,2,Annual,Base
8396,1,Monthly,Base
8412,3,Annual,Base
8431,1,Annual,Base
8432,3,Monthly,Base
8495,2,Annual,Base
8539,1,Annual,Base
8543,1,Annual,Base
8544,3,Quarterly,Base
8594,2,Annual,Base
8608,2,Monthly,Base
8641,1,Annual,Base
8734,1,Annual,Base
8758,1,Annual,Resurrected
8765,1,Annual,Base
8779,1,Annual,Base
8812,1,Annual,Base
8840,3,Annual,Base
8877,1,Annual,Base
8939,1,Annual,Base
8973,1,Annual,Base
9061,1,Annual,Base
9098,1,Quarterly,Base
9107,1,Quarterly,Base
9108,1,Annual,Base
9112,1,Annual,Base
9169,1,Annual,Base
9170,1,Annual,Base
9188,1,Annual,Base
9205,1,Quarterly,Base
9231,1,Annual,Base
9305,1,Annual,Base
9372,2,Annual,Base
9377,1,Annual,Resurrected
9380,1,Annual,Base
9409,1,Annual,Base
9429,2,Quarterly,Base
9552,1,Annual,Base
9604,1,Annual,Base
9612,1,Annual,Base
9626,1,Annual,Base
9703,2,Annual,Base
9754,3,Annual,Base
9794,1,Annual,Base
9808,1,Annual,Base
9812,1,Annual,Base
9845,1,Annual,Base
9930,1,Annual,Base
9945,2,Quarterly,Base
9989,1,Annual,Base
10029,1,Annual,Base
10065,1,Annual,Base
10132,1,Annual,Base
10236,1,Annual,Base
10285,1,Annual,Base
10314,1,Annual,Base
10332,3,Annual,Churned
10332,3,Annual,Base
10422,1,Annual,Base
10489,1,Annual,Base
10690,3,Annual,Base
10768,1,Annual,Base
10839,2,Annual,Base
10841,1,Annual,Base
10856,1,Annual,Base
10862,1,Annual,Base
10933,1,Annual,Base
10938,1,Annual,Base
10966,1,Annual,Base
11002,1,Annual,Base
11029,1,Annual,Base
11124,1,Annual,Base
11128,1,Annual,Base
11209,1,Annual,Base
11215,1,Annual,Base
11249,1,Annual,Base
11250,1,Annual,Base
11327,1,Annual,Base
11353,1,Annual,Base
11365,1,Annual,Base
11572,1,Annual,Base
11680,1,Annual,Base
11709,1,Annual,Base
11711,1,Annual,Base
11738,2,Annual,Base
11791,3,Annual,Churned
11791,3,Annual,Base
11793,1,Annual,Base
11808,1,Annual,Base
11888,2,Annual,Base
11933,1,Annual,Base
12051,1,Annual,Base
12069,1,Annual,Base
12153,1,Annual,Base
12234,3,Annual,Base
12284,1,Annual,Base
12330,1,Annual,Base
12488,1,Annual,Base
12530,1,Annual,Base
12532,3,Annual,Base
12532,3,Annual,Churned
12552,1,Monthly,Base
12704,1,Annual,Base
12739,1,Monthly,Base
12751,2,Annual,Base
12761,1,Annual,Base
12816,3,Annual,Base
12857,1,Annual,Base
12862,1,Annual,Base
12868,1,Annual,Base
12897,1,Annual,Base
12915,1,Annual,Base
12924,1,Annual,Base
13006,1,Annual,Base
13114,1,Annual,Base
13296,1,Annual,Base
13344,1,Annual,Base
13464,1,Annual,Base
13477,1,Annual,Base
13501,1,Annual,Base
13510,1,Annual,Base
13595,1,Annual,Base
13620,1,Annual,Base
13621,2,Annual,Base
13854,2,Annual,Base
13940,1,Monthly,Base
14199,3,Annual,Base
14206,1,Annual,Base
14217,1,Annual,Base
14347,1,Annual,Base
14357,1,Annual,Base
14382,1,Annual,Base
14383,3,Annual,Base
14463,3,Annual,Base
14491,1,Annual,Resurrected
14633,1,Annual,Base
15227,1,Annual,Base
15334,1,Annual,Base
15345,2,Annual,Base
15478,3,Annual,Churned
15478,3,Annual,Base
15500,1,Annual,Base
15708,1,Annual,Base
15772,1,Annual,Base
15805,1,Annual,Base
15859,1,Annual,Base
15932,1,Annual,Base
16017,1,Annual,Base
16042,1,Annual,Base
16054,1,Annual,Base
16259,2,Annual,Base
16450,1,Annual,Base
16468,1,Annual,Base
16714,2,Annual,Base
16728,1,Annual,Base
16891,2,Annual,Base
16915,1,Annual,Base
16979,3,Annual,Base
17132,1,Annual,Base
17174,1,Annual,Resurrected
17342,1,Annual,Base
17358,1,Annual,Base
17378,3,Annual,Base
17419,1,Annual,Base
17554,1,Annual,Base
17823,1,Annual,Resurrected
17987,1,Annual,Base
18288,1,Annual,Base
18314,1,Annual,Base
18361,1,Annual,Base
18362,1,Annual,Base
18531,1,Annual,Resurrected
18570,1,Annual,Base
18586,1,Annual,Base
18620,1,Annual,Base
18678,1,Annual,Resurrected
18692,2,Annual,Base
18719,1,Annual,Base
18735,1,Annual,Base
18764,1,Annual,Base
18770,1,Annual,Base
18868,1,Annual,Base
18904,1,Annual,Base
19074,2,Annual,Base
19193,1,Annual,Base
19229,1,Annual,Base
19347,1,Annual,Base
19545,1,Annual,Base
19562,1,Annual,Base
19636,1,Annual,Base
19665,2,Annual,Base
19705,1,Annual,Base
19757,1,Annual,Base
19821,1,Annual,Base
19954,1,Annual,Base
19990,1,Annual,Base
20118,1,Annual,Base
20419,1,Annual,Base
20435,1,Annual,Base
20515,1,Annual,Base
21208,1,Annual,Base
22083,3,Annual,Base
22195,2,Annual,Base
22980,1,Annual,Base
22987,3,Annual,Base
23250,1,Annual,Base
23287,1,Annual,Resurrected
23403,1,Annual,Base
23781,3,Annual,Base
24423,2,Annual,Base
24483,2,Monthly,New
24664,1,Annual,Base
24911,1,Annual,Base
24965,1,Annual,Base
25047,1,Annual,Base
25308,1,Annual,Base
25507,2,Annual,Base
25521,1,Annual,Base
25863,1,Annual,Base
26671,1,Annual,Base
27787,1,Annual,Base
29758,1,Monthly,Base
29960,1,Annual,Base
30009,1,Annual,Base
30206,1,Annual,Base
30273,1,Annual,Base
30594,1,Annual,Base
30653,1,Annual,Base
30872,1,Annual,Base
30944,1,Annual,Base
31588,1,Annual,Base
31660,1,Annual,Resurrected
31998,1,Annual,Base
32092,1,Annual,Base
32294,1,Annual,Base
32555,1,Monthly,New
32560,1,Annual,Base
32669,1,Annual,Base
32973,1,Annual,Base
33052,1,Annual,Base
33495,1,Annual,Base
33796,1,Annual,Base
33862,1,Annual,Base
33916,1,Annual,Base
34097,1,Annual,Base
34121,2,Annual,Base
34172,1,Annual,Base
34533,3,Annual,Base
35284,3,Annual,Base
36009,1,Annual,Base
37860,1,Annual,Base
37901,1,Annual,Base
38066,1,Annual,Base
38457,1,Annual,Base
39298,3,Annual,Base
40121,3,Annual,Base
40307,2,Annual,Base
40409,1,Annual,Base
40449,1,Annual,Base
41086,2,Annual,Base
41269,1,Annual,Base
41451,1,Annual,Base
41924,1,Annual,Base
42293,3,Annual,Base
43604,1,Annual,Base
44018,2,Annual,Base
46122,1,Annual,Base
46615,1,Annual,Base
47183,1,Annual,Base
48027,1,Annual,Base
49283,3,Monthly,Churned
49283,3,Monthly,Base
51495,1,Annual,Base
51872,3,Annual,Base
53122,1,Annual,Base
53434,1,Annual,Base
54946,1,Annual,Base
56066,1,Annual,Base
56469,1,Annual,Base
57173,1,Annual,Base
57431,1,Annual,Base
57613,1,Annual,Base
58045,1,Annual,Base
59138,1,Annual,Base
59323,2,Annual,Base
60411,1,Annual,Base
62735,1,Annual,Base
63369,1,Annual,Base
63971,1,Annual,Base
64065,1,Annual,Base
64522,2,Annual,Base
64588,3,Annual,Churned
64588,3,Annual,Base
66289,1,Annual,New
67704,1,Annual,Base
71716,1,Annual,Base
71758,2,Annual,Base
74005,3,Annual,Base
74005,3,Annual,Churned
74498,1,Annual,Base
75080,3,Annual,Churned
75080,3,Annual,Base
77591,1,Annual,Base
77953,3,Annual,Base
78822,3,Annual,Base
79277,1,Annual,Base
79707,1,Annual,Base
82986,1,Annual,Base
83266,1,Monthly,Base
84655,1,Annual,Base
85401,1,Annual,Base
86545,1,Annual,Base
89160,1,Annual,Base
93270,1,Annual,Base
103398,1,Annual,Base
103625,1,Annual,Base
103808,1,Annual,Base
104765,1,Annual,Base
105609,1,Annual,Base
106235,3,Annual,Base
106376,1,Annual,Base
107276,3,Annual,Base
107588,2,Annual,Base
107655,1,Annual,Base
108751,1,Annual,Base
109175,2,Annual,Base
109459,1,Monthly,Base
111643,1,Annual,Base
113542,1,Annual,New
113892,1,Annual,Base
114269,1,Annual,Base
114348,1,Annual,Base
115019,1,Annual,Base
115657,1,Annual,Base
116556,1,Annual,Base
116760,1,Annual,Base
117782,1,Monthly,Base
122477,1,Annual,Base
123732,1,Annual,Base
124119,3,Annual,Base
135492,1,Annual,Base
136313,1,Annual,Base
136640,1,Annual,Base
137202,3,Annual,Base
137389,1,Monthly,Base
137920,1,Annual,Base
138534,1,Annual,Base
138559,1,Annual,Base
139024,1,Annual,Base
139185,1,Annual,Resurrected
139273,1,Annual,Base
139592,3,Monthly,Base
140223,1,Annual,Base
140469,1,Annual,Base
141171,2,Annual,Base
141316,1,Annual,Base
142205,1,Annual,Base
142328,1,Annual,Base
142558,1,Annual,Base
142581,1,Monthly,Base
142814,1,Annual,Base
142856,1,Annual,Base
142915,1,Annual,Base
142965,1,Annual,Base
142970,1,Annual,Base
143010,3,Annual,Churned
143010,3,Annual,New
143012,1,Annual,Resurrected
143017,1,Annual,Base
143026,1,Annual,Base
143037,1,Annual,Base
143083,1,Annual,Base
143100,3,Annual,Base
143123,1,Monthly,Base
143129,1,Monthly,Base
143130,1,Monthly,Base
143133,1,Monthly,Base
143138,1,Monthly,Base
143148,1,Annual,Base
143214,1,Annual,Base
143216,2,Annual,Base
143231,1,Monthly,Base
143232,1,Monthly,Base
143268,1,Annual,Base
143292,1,Monthly,Base
143325,1,Annual,Base
143392,1,Annual,Base
143407,1,Annual,Base
143444,2,Annual,Base
143454,1,Monthly,Base
143505,2,Annual,Base
143510,1,Annual,Base
143521,1,Annual,Base
143599,1,Annual,Base
143615,1,Annual,Base
143637,1,Annual,Base
143667,1,Annual,Base
143701,1,Annual,Base
143709,1,Annual,Resurrected
143709,1,Annual,Churned
143709,1,Annual,Base
143785,1,Annual,Base
143799,1,Annual,Base
144023,1,Annual,Base
144098,1,Annual,Base
144151,1,Annual,Base
144164,2,Annual,Base
144179,3,Quarterly,Base
144230,1,Annual,Base
144240,1,Annual,Base
144273,1,Annual,Base
144313,1,Annual,Base
144343,1,Annual,Base
144378,1,Annual,Base
144390,2,Annual,Base
144400,1,Annual,Base
144426,2,Annual,Base
144473,1,Annual,Base
144498,1,Annual,Base
144548,2,Annual,Base
144561,3,Annual,Base
144599,1,Annual,Base
144627,2,Annual,Base
144644,1,Annual,Base
144682,1,Annual,Base
144788,1,Annual,Base
144810,1,Annual,Base
144842,1,Annual,Base
144843,1,Quarterly,Base
144865,1,Annual,Base
144869,1,Annual,Base
144900,1,Annual,Base
144951,1,Annual,Base
144991,2,Annual,Base
145013,1,Annual,Base
145177,2,Monthly,Base
145185,1,Monthly,Resurrected
145230,1,Annual,Base
145278,2,Annual,Base
145311,1,Annual,Base
145313,2,Annual,Base
145408,2,Annual,Base
145472,1,Annual,Base
145473,1,Annual,Base
145475,1,Annual,Base
145524,1,Annual,Base
145530,1,Annual,Base
145561,1,Annual,Base
145616,1,Annual,Base
145669,1,Annual,Base
145670,2,Annual,Base
145681,1,Annual,Base
145713,1,Annual,Base
145715,2,Annual,Base
145744,1,Annual,Base
145763,1,Annual,Base
145783,1,Annual,Base
145793,1,Annual,Base
145796,1,Annual,Base
145813,1,Annual,Base
145873,3,Annual,Base
145905,1,Annual,Base
145944,1,Annual,Base
145945,1,Annual,Base
145957,1,Annual,Base
146145,1,Annual,Base
146249,1,Annual,Base
146255,1,Annual,Base
146308,2,Annual,Base
146368,1,Annual,Base
146397,1,Annual,Base
146401,1,Annual,Base
146427,1,Annual,Base
146429,1,Quarterly,Base
146514,1,Annual,Base
146529,1,Annual,Base
146552,1,Annual,Base
146621,1,Annual,Base
146627,1,Monthly,Base
146675,2,Annual,Base
146774,1,Annual,Base
146788,1,Annual,Base
146801,2,Annual,Base
146833,1,Annual,Base
146839,1,Annual,Base
146851,1,Annual,Base
146855,1,Annual,Base
146859,2,Annual,Base
146864,1,Annual,Base
146867,1,Annual,Base
146880,1,Annual,Base
146888,2,Annual,Base
146897,1,Annual,Base
146907,1,Annual,Base
146957,1,Annual,Base
146977,1,Annual,Base
146990,3,Annual,Base
147005,1,Annual,Base
147015,1,Annual,Base
147038,1,Annual,Base
147044,2,Annual,Base
147048,3,Annual,Base
147049,1,Annual,Base
147050,1,Annual,Base
147061,1,Annual,Base
147076,1,Annual,Base
147105,2,Annual,Base
147116,2,Annual,Base
147127,1,Annual,Base
147130,2,Annual,Base
147132,1,Annual,Base
147143,1,Annual,Base
147146,1,Annual,Base
147151,1,Annual,Base
147178,1,Annual,Resurrected
147180,1,Annual,Base
147231,1,Annual,Base
147269,2,Annual,Base
147290,1,Annual,Base
147291,2,Annual,Base
147305,3,Annual,Churned
147305,3,Annual,Resurrected
147356,2,Annual,Base
147357,1,Annual,Base
147376,2,Annual,Base
147418,1,Annual,Base
147444,2,Annual,Base
147446,1,Annual,Base
147460,2,Monthly,Base
147473,1,Annual,Base
147479,1,Annual,Base
147497,1,Annual,Base
147542,1,Annual,Base
147546,1,Annual,Base
147555,1,Annual,Base
